Label,Label (cy),Prefix,Name,Abstract,Type,Period Type,Balance,Deprecated Label,Deprecated Label (cy),Deprecated Date,Companies Act,Audit Regulations,FRS 102
Subsidiary 21,Is-gwmni 21,core,Subsidiary21,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 22,Is-gwmni 22,core,Subsidiary22,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 23,Is-gwmni 23,core,Subsidiary23,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 24,Is-gwmni 24,core,Subsidiary24,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 25,Is-gwmni 25,core,Subsidiary25,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 26,Is-gwmni 26,core,Subsidiary26,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 27,Is-gwmni 27,core,Subsidiary27,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 28,Is-gwmni 28,core,Subsidiary28,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 29,Is-gwmni 29,core,Subsidiary29,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 30,Is-gwmni 30,core,Subsidiary30,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 31,Is-gwmni 31,core,Subsidiary31,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 32,Is-gwmni 32,core,Subsidiary32,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 33,Is-gwmni 33,core,Subsidiary33,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 34,Is-gwmni 34,core,Subsidiary34,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 35,Is-gwmni 35,core,Subsidiary35,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 36,Is-gwmni 36,core,Subsidiary36,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 37,Is-gwmni 37,core,Subsidiary37,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 38,Is-gwmni 38,core,Subsidiary38,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 39,Is-gwmni 39,core,Subsidiary39,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 40,Is-gwmni 40,core,Subsidiary40,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 41,Is-gwmni 41,core,Subsidiary41,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 42,Is-gwmni 42,core,Subsidiary42,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 43,Is-gwmni 43,core,Subsidiary43,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 44,Is-gwmni 44,core,Subsidiary44,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 45,Is-gwmni 45,core,Subsidiary45,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 46,Is-gwmni 46,core,Subsidiary46,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 47,Is-gwmni 47,core,Subsidiary47,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 48,Is-gwmni 48,core,Subsidiary48,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 49,Is-gwmni 49,core,Subsidiary49,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 50,Is-gwmni 50,core,Subsidiary50,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 51,Is-gwmni 51,core,Subsidiary51,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 52,Is-gwmni 52,core,Subsidiary52,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 53,Is-gwmni 53,core,Subsidiary53,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 54,Is-gwmni 54,core,Subsidiary54,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 55,Is-gwmni 55,core,Subsidiary55,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 56,Is-gwmni 56,core,Subsidiary56,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 57,Is-gwmni 57,core,Subsidiary57,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 58,Is-gwmni 58,core,Subsidiary58,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 59,Is-gwmni 59,core,Subsidiary59,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 60,Is-gwmni 60,core,Subsidiary60,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 61,Is-gwmni 61,core,Subsidiary61,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 62,Is-gwmni 62,core,Subsidiary62,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 63,Is-gwmni 63,core,Subsidiary63,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 64,Is-gwmni 64,core,Subsidiary64,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 65,Is-gwmni 65,core,Subsidiary65,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 66,Is-gwmni 66,core,Subsidiary66,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 67,Is-gwmni 67,core,Subsidiary67,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 68,Is-gwmni 68,core,Subsidiary68,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 69,Is-gwmni 69,core,Subsidiary69,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 70,Is-gwmni 70,core,Subsidiary70,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 71,Is-gwmni 71,core,Subsidiary71,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 72,Is-gwmni 72,core,Subsidiary72,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 73,Is-gwmni 73,core,Subsidiary73,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 74,Is-gwmni 74,core,Subsidiary74,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 75,Is-gwmni 75,core,Subsidiary75,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 76,Is-gwmni 76,core,Subsidiary76,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 77,Is-gwmni 77,core,Subsidiary77,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 78,Is-gwmni 78,core,Subsidiary78,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 79,Is-gwmni 79,core,Subsidiary79,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 80,Is-gwmni 80,core,Subsidiary80,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 81,Is-gwmni 81,core,Subsidiary81,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 82,Is-gwmni 82,core,Subsidiary82,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 83,Is-gwmni 83,core,Subsidiary83,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 84,Is-gwmni 84,core,Subsidiary84,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 85,Is-gwmni 85,core,Subsidiary85,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 86,Is-gwmni 86,core,Subsidiary86,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 87,Is-gwmni 87,core,Subsidiary87,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 88,Is-gwmni 88,core,Subsidiary88,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 89,Is-gwmni 89,core,Subsidiary89,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 90,Is-gwmni 90,core,Subsidiary90,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 91,Is-gwmni 91,core,Subsidiary91,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 92,Is-gwmni 92,core,Subsidiary92,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 93,Is-gwmni 93,core,Subsidiary93,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 94,Is-gwmni 94,core,Subsidiary94,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 95,Is-gwmni 95,core,Subsidiary95,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 96,Is-gwmni 96,core,Subsidiary96,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 97,Is-gwmni 97,core,Subsidiary97,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 98,Is-gwmni 98,core,Subsidiary98,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 99,Is-gwmni 99,core,Subsidiary99,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 100,Is-gwmni 100,core,Subsidiary100,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 101,Is-gwmni 101,core,Subsidiary101,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 102,Is-gwmni 102,core,Subsidiary102,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 103,Is-gwmni 103,core,Subsidiary103,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 104,Is-gwmni 104,core,Subsidiary104,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 105,Is-gwmni 105,core,Subsidiary105,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 106,Is-gwmni 106,core,Subsidiary106,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 107,Is-gwmni 107,core,Subsidiary107,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 108,Is-gwmni 108,core,Subsidiary108,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 109,Is-gwmni 109,core,Subsidiary109,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 110,Is-gwmni 110,core,Subsidiary110,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 111,Is-gwmni 111,core,Subsidiary111,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 112,Is-gwmni 112,core,Subsidiary112,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 113,Is-gwmni 113,core,Subsidiary113,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 114,Is-gwmni 114,core,Subsidiary114,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 115,Is-gwmni 115,core,Subsidiary115,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 116,Is-gwmni 116,core,Subsidiary116,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 117,Is-gwmni 117,core,Subsidiary117,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 118,Is-gwmni 118,core,Subsidiary118,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 119,Is-gwmni 119,core,Subsidiary119,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 120,Is-gwmni 120,core,Subsidiary120,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 121,Is-gwmni 121,core,Subsidiary121,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 122,Is-gwmni 122,core,Subsidiary122,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 123,Is-gwmni 123,core,Subsidiary123,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 124,Is-gwmni 124,core,Subsidiary124,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 125,Is-gwmni 125,core,Subsidiary125,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 126,Is-gwmni 126,core,Subsidiary126,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 127,Is-gwmni 127,core,Subsidiary127,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 128,Is-gwmni 128,core,Subsidiary128,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 129,Is-gwmni 129,core,Subsidiary129,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 130,Is-gwmni 130,core,Subsidiary130,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 131,Is-gwmni 131,core,Subsidiary131,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 132,Is-gwmni 132,core,Subsidiary132,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 133,Is-gwmni 133,core,Subsidiary133,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 134,Is-gwmni 134,core,Subsidiary134,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 135,Is-gwmni 135,core,Subsidiary135,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 136,Is-gwmni 136,core,Subsidiary136,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 137,Is-gwmni 137,core,Subsidiary137,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 138,Is-gwmni 138,core,Subsidiary138,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 139,Is-gwmni 139,core,Subsidiary139,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 140,Is-gwmni 140,core,Subsidiary140,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 141,Is-gwmni 141,core,Subsidiary141,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 142,Is-gwmni 142,core,Subsidiary142,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 143,Is-gwmni 143,core,Subsidiary143,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 144,Is-gwmni 144,core,Subsidiary144,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 145,Is-gwmni 145,core,Subsidiary145,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 146,Is-gwmni 146,core,Subsidiary146,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 147,Is-gwmni 147,core,Subsidiary147,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 148,Is-gwmni 148,core,Subsidiary148,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 149,Is-gwmni 149,core,Subsidiary149,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 150,Is-gwmni 150,core,Subsidiary150,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 151,Is-gwmni 151,core,Subsidiary151,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 152,Is-gwmni 152,core,Subsidiary152,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 153,Is-gwmni 153,core,Subsidiary153,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 154,Is-gwmni 154,core,Subsidiary154,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 155,Is-gwmni 155,core,Subsidiary155,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 156,Is-gwmni 156,core,Subsidiary156,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 157,Is-gwmni 157,core,Subsidiary157,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 158,Is-gwmni 158,core,Subsidiary158,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 159,Is-gwmni 159,core,Subsidiary159,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 160,Is-gwmni 160,core,Subsidiary160,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 161,Is-gwmni 161,core,Subsidiary161,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 162,Is-gwmni 162,core,Subsidiary162,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 163,Is-gwmni 163,core,Subsidiary163,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 164,Is-gwmni 164,core,Subsidiary164,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 165,Is-gwmni 165,core,Subsidiary165,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 166,Is-gwmni 166,core,Subsidiary166,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 167,Is-gwmni 167,core,Subsidiary167,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 168,Is-gwmni 168,core,Subsidiary168,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 169,Is-gwmni 169,core,Subsidiary169,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 170,Is-gwmni 170,core,Subsidiary170,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 171,Is-gwmni 171,core,Subsidiary171,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 172,Is-gwmni 172,core,Subsidiary172,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 173,Is-gwmni 173,core,Subsidiary173,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 174,Is-gwmni 174,core,Subsidiary174,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 175,Is-gwmni 175,core,Subsidiary175,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 176,Is-gwmni 176,core,Subsidiary176,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 177,Is-gwmni 177,core,Subsidiary177,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 178,Is-gwmni 178,core,Subsidiary178,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 179,Is-gwmni 179,core,Subsidiary179,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 180,Is-gwmni 180,core,Subsidiary180,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 181,Is-gwmni 181,core,Subsidiary181,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 182,Is-gwmni 182,core,Subsidiary182,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 183,Is-gwmni 183,core,Subsidiary183,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 184,Is-gwmni 184,core,Subsidiary184,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 185,Is-gwmni 185,core,Subsidiary185,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 186,Is-gwmni 186,core,Subsidiary186,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 187,Is-gwmni 187,core,Subsidiary187,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 188,Is-gwmni 188,core,Subsidiary188,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 189,Is-gwmni 189,core,Subsidiary189,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 190,Is-gwmni 190,core,Subsidiary190,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 191,Is-gwmni 191,core,Subsidiary191,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 192,Is-gwmni 192,core,Subsidiary192,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 193,Is-gwmni 193,core,Subsidiary193,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 194,Is-gwmni 194,core,Subsidiary194,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 195,Is-gwmni 195,core,Subsidiary195,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 196,Is-gwmni 196,core,Subsidiary196,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 197,Is-gwmni 197,core,Subsidiary197,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 198,Is-gwmni 198,core,Subsidiary198,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 199,Is-gwmni 199,core,Subsidiary199,true,nonnum:domainItemType,duration,,,,,,,
Subsidiary 200,Is-gwmni 200,core,Subsidiary200,true,nonnum:domainItemType,duration,,,,,,,
Associates [Dimension],Unigolion cyswllt [Dimensiwn],core,AssociatesDimension,true,stringItemType,duration,,,,,,,
Total associates [default],Cyfanswm unigolion cyswllt [diofyn],core,TotalAssociatesDefault,true,nonnum:domainItemType,duration,,,,,,,
Other associates / total individually immaterial associates,Unigolion cyswllt eraill / cyfanswm unigolion cyswllt amherthnasol,core,OtherAssociatesTotalIndividuallyImmaterialAssociates,true,nonnum:domainItemType,duration,,,,,,,
Associate 1,Unigolyn cyswllt 1,core,Associate1,true,nonnum:domainItemType,duration,,,,,,,
Associate 2,Unigolyn cyswllt 2,core,Associate2,true,nonnum:domainItemType,duration,,,,,,,
Associate 3,Unigolyn cyswllt 3,core,Associate3,true,nonnum:domainItemType,duration,,,,,,,
Associate 4,Unigolyn cyswllt 4,core,Associate4,true,nonnum:domainItemType,duration,,,,,,,
Associate 5,Unigolyn cyswllt 5,core,Associate5,true,nonnum:domainItemType,duration,,,,,,,
Associate 6,Unigolyn cyswllt 6,core,Associate6,true,nonnum:domainItemType,duration,,,,,,,
Associate 7,Unigolyn cyswllt 7,core,Associate7,true,nonnum:domainItemType,duration,,,,,,,
Associate 8,Unigolyn cyswllt 8,core,Associate8,true,nonnum:domainItemType,duration,,,,,,,
